business_id,name_x,categories,category_Casual Dining & Drinks,category_Diverse Cuisine & Entertainment,category_Health & Lifestyle,category_Nightlife Essentials,category_Traditional Comfort Foods,category_Sophisticated Eats
54oLdsGU9B8HxFTqCCqV-A,Via Maestra 42,"Caterers, Italian, Restaurants, Delis, Event Planning & Services",1,0,0,0,0,1
r2IhvKZQ_wLR5mLBnPOilg,The Honor Bar,"Restaurants, Sandwiches, Nightlife, Bars, American (New), Cocktail Bars",1,1,0,0,0,1
3Wy21heeDm8h2tSZfcj6OA,Lure Fish House,"Breakfast & Brunch, Food, Beer, Wine & Spirits, Bars, Seafood, Restaurants, Wine Bars, Cocktail Bars, American (New), Nightlife",1,1,0,0,1,1
EZc2myE2mYk2h9JK9qu8gw,Finney's Crafthouse,"Bars, American (Traditional), Gastropubs, Nightlife, Cocktail Bars, Restaurants, American (New)",1,1,0,1,0,1
4D7QDfPOsSPfKxBi3gs_qQ,Olio Pizzeria,"Pizza, Nightlife, Italian, Restaurants, Bars",0,1,0,0,0,1
omnCKxL0f_akh0eYeJxjDg,Seven Bar & Kitchen,"Lounges, Art Galleries, American (New), Bars, Shopping, Nightlife, Restaurants, Music Venues, Gastropubs, Cocktail Bars, Arts & Entertainment",0,1,1,1,0,1
-3AooxIkg38UyUdlz5oXdw,Chase Restaurant,"Event Planning & Services, Restaurants, Nightlife, Caterers, Italian, Bars",1,1,0,0,0,1
R93mEcQ1pjq7q3LzShi3ow,"Villa Craft Beer, Wine & Kitchen","Bars, Restaurants, Nightlife, Sandwiches, American (New), Tapas Bars, Wine Bars",1,1,0,1,0,1
fiXeirZ9GpJxe7yRpuKiBg,Soul Cal Smokehouse,"Restaurants, Barbeque, Soul Food",0,0,1,0,1,0
eFn-8QlFGdkT_B-bWigtFQ,Rose Cafe,"Cafes, Diners, Restaurants, Mexican",0,1,0,0,1,1
-8iATYRnN46Km0_-ldx6cg,Pace food+drink,"Food, Restaurants, American (New)",0,1,0,0,0,0
XyYsl2OyoMi6OMvzsdcVoQ,MIZZA,"Restaurants, Salad, Sandwiches, Italian, Pizza",1,0,0,0,0,1
UBK6zb5-XUETfVzYkRTj1Q,Lab Social,"Bars, Tapas Bars, Cocktail Bars, Restaurants, Nightlife, Speakeasies",0,1,1,1,0,1
ERzIS-WRLw-80_B4yqcG3Q,Chuck's of Hawaii,"Salad, Steakhouses, Restaurants, Nightlife, Seafood",1,1,0,1,0,1
q36uZc2hQml10YGHazJaoQ,Secret Bao,"Pop-Up Restaurants, Korean, Restaurants, Asian Fusion",0,0,0,1,1,0
cAbdvzqtFLaAAMFIyPf2AA,Holdren's Steaks & Seafood,"Steakhouses, Burgers, Bars, Seafood, Cocktail Bars, Restaurants, Nightlife",1,1,0,1,0,1
j3Ml_qEFnDOaH5miNzG6xw,Rose Cafe No 2,"Restaurants, Mexican",0,1,0,0,0,0
CkENBnSJFfPA1hY0qrqfCg,Carlitos Cafe Y Cantina,"Restaurants, Mexican",0,1,0,0,0,0
eBxc95u_Gcs9bLST0UntOQ,Santa Barbara Chicken Ranch,"Health & Medical, Restaurants, Mexican, Cannabis Clinics, Barbeque",0,1,1,0,1,0
0ac5lGA_0wdKDnib3y59Xg,Flor De Maiz,"Restaurants, Nightlife, Mexican, Bars, Cocktail Bars",0,1,0,0,0,1
eikRexw04kC6siBDkFnayQ,Shalhoob's Funk Zone Patio,"American (New), Tapas/Small Plates, Event Planning & Services, Venues & Event Spaces, Restaurants, Burgers",1,1,0,1,0,1
bXrQejeR66IwebuhxPS7GA,Metropulos Fine Foods,"Restaurants, Delis, Food, Specialty Food, Grocery, Sandwiches",1,0,0,0,1,1
sj2o49ZCq2iJlZxDNrHDaA,Institution Ale Company,"Nightlife, Breweries, Restaurants, Food, Pizza, Beer Bar, Bars",0,1,0,1,0,1
vj6AetpADpHOYtMRZsXX3g,Los Agaves,"American (New), Mexican, Restaurants",0,1,0,0,0,0
Sp4HOjXy-LYV_4yy10L3jg,Modern Times Academy of Recreational Sciences,"Beer Bar, Breakfast & Brunch, Vegan, Bars, Nightlife, Restaurants",0,1,0,1,1,0
4FdsX3MbkcdBRAr1aymF6A,La Paloma Cafe,"Chicken Shop, Desserts, Food, Breakfast & Brunch, Barbeque, Mexican, Bars, Nightlife, Cocktail Bars, Restaurants",0,1,1,0,1,1
304FY8qhcOpm9SIkrzmhoQ,Reunion Kitchen + Drink,"American (New), Restaurants, Salad, Burgers",0,1,0,0,0,1
p5rXRkSJtAKcWd4GY71avQ,The Mex Authentic,"Food, Specialty Food, Nightlife, Restaurants, Local Flavor, Ethnic Food, Beer, Wine & Spirits, Bars, Mexican",0,1,1,1,1,1
rPVmM0aJbC6lU_mnDiZ2Rw,Tee-Off Restaurant and Lounge,"Nightlife, Restaurants, Steakhouses, Bars",0,1,0,1,0,0
AzZqXglv_puXwd4kCvM7ew,Rudy's,"Mexican, Restaurants",0,1,0,0,0,0
kbWKwvLXfJm5sLVfw-Foww,Jill's Place,"Event Planning & Services, Caterers, Sandwiches, Bars, Steakhouses, Delis, Nightlife, Burgers, Cafes, American (New), Restaurants, American (Traditional)",1,1,0,1,0,1
8Lbz0hfE4MWzd7yDu9atBA,Uncorked Wine Tasting and Kitchen,"Nightlife, Wine Bars, Bars, American (Traditional), Tapas/Small Plates, Tapas Bars, Food, Arts & Entertainment, Wine Tasting Room, Wineries, American (New), Restaurants",1,1,0,1,0,1
wMZAnrfwV-qHiV5zdTSrzw,The Creekside Restaurant & Bar,"Restaurants, Cocktail Bars, Salad, Bars, Burgers, American (New), Nightlife, Barbeque",0,1,0,0,1,1
Qkg16mN-8QR66gjzg6gMyw,Convivo Restaurant and Bar,"Bars, Mediterranean, Restaurants, Nightlife, Moroccan, Event Planning & Services, Venues & Event Spaces, Italian",1,1,1,1,0,1
_6p_j0UL7ST3b2nvHw82eA,REBAR COFFEE + KTCHN,"Coffee & Tea, Delis, Food, Bakeries, Restaurants",0,0,0,0,0,1
0t1pU_Ky3Jvgq5Ya_OC1pA,Les Marchands Restaurant & Wine Shop,"Nightlife, Beer, Wine & Spirits, Event Planning & Services, Bars, Food, Venues & Event Spaces, American (New), Wine Bars, Restaurants",1,1,0,1,1,1
UTp0yIaYklWD5BbQKz_85A,Smithy Kitchen + Bar,"American (New), Restaurants, Mediterranean",0,1,0,1,0,0
wvD7TOuE-qUhkyXoi8K8hA,Taqueria El Bajio,"Restaurants, Mexican",0,1,0,0,0,0
iHdrLu8deF5GceB0V1rPhA,Oliver's,"American (Traditional), Vegan, Restaurants",1,0,0,0,1,0
RRGLss4hhvZZuR0N6GQlSw,Nook,"Soul Food, Wine Tasting Room, Food, Restaurants, Arts & Entertainment, Vegan, Mexican, American (Traditional), Nightlife, Wineries, Bars",1,1,1,1,1,0
IoAubn7CpU2rqcURxUo1MA,Barb's Pies,"Restaurants, Pizza, American (New)",0,1,0,0,0,1
LuPK46HMxRYEVTXVbBCR1g,Sama Sama Kitchen,"Cocktail Bars, Farmers Market, Tapas Bars, Food, Desserts, Nightlife, Asian Fusion, Restaurants, Tapas/Small Plates, Bars, Indonesian",0,1,1,1,1,1
0WrdiQ4qJBu2Gc7wRcIfdw,Tupelo Junction Cafe,"Restaurants, Breakfast & Brunch, American (Traditional), American (New), Southern",1,1,1,0,0,0
KSYONgGtrK0nKXfroB-bwg,Loquita,"Event Planning & Services, Nightlife, Tapas Bars, Spanish, Modern European, Bars, Cocktail Bars, Seafood, Venues & Event Spaces, Restaurants",1,1,1,1,0,1
VOcGcN0bvGU_nzxbJgR5jQ,Bettina,"Restaurants, Italian, Pizza",0,0,0,0,0,1
q75UQjNm6AEK4XNnkDLxTQ,The Project -- Corazón Cocina & Taproom,"Breweries, Bars, Burgers, Mexican, Tacos, Cocktail Bars, Club Crawl, Breakfast & Brunch, Beer Bar, Nightlife, Restaurants, Food",0,1,1,1,1,1
7IdIGemGZodDAA_9mJCigA,Farmer Boy,"Breakfast & Brunch, Burgers, American (Traditional), American (New), Restaurants",1,1,0,0,0,1
B1yPXzIIJrLWyTcE4jsYuQ,Goat Tree,"Bakeries, Sandwiches, Food, Restaurants, American (Traditional)",1,0,0,0,0,1
0RxU5OglQyPVtLKC1LPgsA,Bree'osh,"Restaurants, Food, French, Coffee & Tea, Bakeries, Breakfast & Brunch",0,1,0,0,1,1
zbrIMldF_O1ZQ0vpUaaa8A,Bluewater Grill - Santa Barbara,"Seafood, Venues & Event Spaces, Cocktail Bars, Restaurants, Nightlife, Breakfast & Brunch, American (Traditional), Event Planning & Services, Bars, American (New)",1,1,0,1,0,1
d0E938M2_4kcuULUdnj-Xw,Brass Bear Brewing & Bistro,"Wineries, Food, Breweries, Nightlife, Bars, Arts & Entertainment, Champagne Bars, Pubs, American (New), Brewpubs, Restaurants",0,1,1,1,0,0
c_a38vt6v2tRq-VjdTZHZw,The Monarch,"Restaurants, Bars, American (New), Cocktail Bars, Breakfast & Brunch, Wine Bars, Nightlife",0,1,0,0,0,1
IZZ7J14VnJGyUqYH1tgT6w,Satellite,"Restaurants, Vegan, Tapas/Small Plates, Vegetarian, Bars, Farmers Market, Beer, Wine & Spirits, Beer Bar, Food, Cafes, Nightlife, Wine Bars",0,1,0,1,1,1
Hj44PIrCtv61ETVclzLMwg,Jeannine's American Bakery Restaurant,"American (New), Food, Breakfast & Brunch, Restaurants, Bakeries, Coffee & Tea",0,1,0,0,0,1
UiJiURqivPDuvMsFgRF3yQ,The Honey B,"Vegetarian, Gluten-Free, Food, Restaurants, Coffee & Tea, American (New), Vegan, Cafes",0,1,0,0,1,1
IRyKDIF51M0GcqS8yfPcYA,Mesa Cafe,"Restaurants, Bars, Breakfast & Brunch, American (Traditional), Nightlife",1,1,0,0,0,0
oinV9xrSkR3b_T8sK1nsqg,Bibi Ji,"Wine Bars, Restaurants, Indian, Australian, Bars, American (New), Nightlife",0,1,1,1,0,1
KC8_Rx4Orlsz8LIonCYXsA,Santa Barbara Brewing Co,"Breweries, Restaurants, Sports Bars, Nightlife, American (Traditional), Food, Bars",1,1,0,1,0,0
qVitsouI4aBiYx1_Fjn0Pg,Foxtail Kitchen & Bar,"Bars, Mediterranean, Burgers, Restaurants, Gastropubs, Nightlife, Whiskey Bars, Cocktail Bars",0,1,1,1,0,1
hfN0fllM3m2jykAgToRTlQ,Mezza Thyme,"Mediterranean, Bars, Restaurants, Nightlife",0,1,0,1,0,0
-NXRuUsazxXZZ_OHwmtYtw,Uptown Bar & Lounge,"Lounges, Karaoke, American (New), Mexican, Sports Bars, Tacos, Restaurants, Pizza, Bars, Nightlife, Food, Beer, Wine & Spirits",0,1,1,1,1,1
DcRfabRzYkddMEUFyPMBgw,American Ale,"Burgers, Beer Bar, Restaurants, Nightlife, Bars",0,1,0,1,0,1
dinxDxiWFUkEpxpIzaGHMQ,Casa Blanca Restaurant,"Mexican, Restaurants, Seafood",1,1,0,0,0,0
Xw_5QkLTyIEg6Hs-kXGNbg,Galanga Thai Restaurant,"Soup, Thai, Restaurants, Noodles",0,0,0,1,0,0
Y57sylYCgq2VQJuBCnjPfA,Oku,"Bars, Tapas/Small Plates, Japanese, Nightlife, Restaurants, Sushi Bars, Cocktail Bars, Asian Fusion",0,1,0,1,1,1
Ji3XN5gL1aBlbhtFEGpMFA,Mollie's,"Italian, Pizza, Restaurants",0,0,0,0,0,1
k1XGvBoPAXdPoGC2W-f2aA,Kanaloa Seafood,"Restaurants, Specialty Food, Do-It-Yourself Food, Seafood Markets, Food, Caterers, Seafood, Breakfast & Brunch, Event Planning & Services",1,1,1,1,0,1
i5C6RVgr03HSrgCl8oa1Fg,Patxi's Pizza,"Salad, Restaurants, Pizza, Sandwiches, Italian",1,0,0,0,0,1
vyOVT4bcW227LRwJGHTeSw,Buena Onda,"Event Planning & Services, Latin American, Caterers, Food, Restaurants, Empanadas, Argentine",1,0,1,1,0,1
izSgTrqebu8bN8ONOCs6cQ,Oat Bakery,"Bakeries, Vegan, Specialty Food, Food Delivery Services, Food, Coffee & Tea, Gluten-Free, Farmers Market, Restaurants, Organic Stores",0,0,0,1,1,1
YrNtBUOUOYwmRZ_UVwH8iQ,D'Angelo's Bakery,"Restaurants, Food, Breakfast & Brunch, Bakeries",0,1,0,0,0,1
6RBZfirnzE4NahJTn1UPNA,La Super-Rica Taqueria,"Restaurants, Mexican",0,1,0,0,0,0
DOfiulOub9hVPBCtiDl9Fw,Lucky Penny,"American (New), Breakfast & Brunch, Restaurants, Salad, Italian, Nightlife, Bars, Beer, Wine & Spirits, Sandwiches, Coffee & Tea, Wine Bars, Food, Pizza",1,1,0,0,1,1
bp482wqF6v80AltDNlPDfw,The Blue Owl,"Food, American (New), Thai, Restaurants, Asian Fusion, Desserts, Cafes, Sandwiches, Caterers, Event Planning & Services",1,1,0,1,1,1
r926yelr_EJAKQCjdD6AWA,State & Fig,"Restaurants, American (New), Delis, Breakfast & Brunch, Tapas/Small Plates, Cafes",0,1,0,1,0,1
-loV4cB2Uh9TCltTRgGzWQ,Renaud's Patisserie & Bistro,"Coffee & Tea, Breakfast & Brunch, Restaurants, French, Salad, Sandwiches, Desserts, Bakeries, Food",1,1,0,0,1,1
VgAKmXE8B7J0I_O_R13UKQ,Santa Barbara Roasting Company,"Restaurants, Bakeries, Breakfast & Brunch, Food, Coffee Roasteries, Coffee & Tea",0,1,1,0,0,1
9ugpNKKhnYRa51qXoxUw_A,Lilly's Tacos,"Mexican, Restaurants",0,1,0,0,0,0
z-9_8ot2TnKL9DX4k3MYMQ,Palazzio,"Restaurants, Pizza, Italian",0,0,0,0,0,1
FTFaEinJgzqY0ZHQMUSpQQ,The Brewhouse,"Steakhouses, Bars, Brewpubs, Breweries, American (Traditional), Nightlife, Sports Bars, Restaurants, Food, Burgers, Comfort Food, Seafood",1,1,1,1,0,1
SYHDOHRNAH-2xsw3XB5qbg,The Shop Kitchen,"American (New), Food, Restaurants, Coffee & Tea, Breakfast & Brunch",0,1,0,0,0,1
Ss6f5v_t5Vddiaz4ZOxL0g,Andersen's Danish Bakery & Restaurant,"Modern European, Nightlife, Bars, Restaurants, Bakeries, Wine Bars, Food, Scandinavian, Breakfast & Brunch",0,1,1,0,0,1
IoihJkcF2FcE-sHOneat-A,Petit Valentien,"Restaurants, Ethiopian, French",0,0,1,0,1,0
UuRZpgZsHX7PyykHV3wbZg,Crushcakes & Cafe,"Bakeries, Cafes, Coffee & Tea, Food, Desserts, Breakfast & Brunch, Restaurants",0,1,0,0,1,1
gdEZfd6RFXYmmXX71RDvbA,C'est Cheese,"Specialty Food, Cheese Shops, Cafes, Restaurants, Breakfast & Brunch, Wine Bars, Sandwiches, Food, Event Planning & Services, Caterers, Bars, Nightlife",1,1,1,0,0,1
M3LZKA-tVFRJyPeKA3_2OA,Merci To Go,"Food, Cafes, Bakeries, Restaurants",0,0,0,0,0,1
4uspKB1d3pGdgjOClA-UkQ,Cajun Kitchen Cafe,"Restaurants, Cafes, Breakfast & Brunch, Cajun/Creole",0,1,1,0,0,1
COSC9JC0Vjr89CaTZuPkUA,Santa Barbara Craft Ramen,"Ramen, Japanese, Restaurants",0,0,0,1,1,0
hRoAwkrCWaqjBuYs4i9EYw,Taqueria La Colmena,"Mexican, Restaurants",0,1,0,0,0,0
opcGJ-lCNTLhRRuGxVkCnw,Brasserie Solera,"Food, Comfort Food, Brewpubs, Breweries, Restaurants",0,0,1,1,0,0
fiQxkb1pfPpvrr0oYYYBcA,The Daisy Restaurant,"Restaurants, Nightlife, American (New), Food, Farmers Market, Bars, Wine Bars",0,1,0,1,0,1
8MoqZqlNN9AXzG91_Hpc_Q,Dargan's Irish Pub & Restaurant,"Restaurants, Bars, Irish, Nightlife, Pubs, Gastropubs",0,1,1,1,0,0
-FM4CxOg4XXmX_Ebky_SiQ,Finch & Fork,"Breakfast & Brunch, American (New), Restaurants, American (Traditional), Nightlife, Bars",1,1,0,0,0,0
CUWituEeIX3xA0xU7X82Ow,Brasil Arts Cafe,"Juice Bars & Smoothies, Breakfast & Brunch, Brazilian, Restaurants, Food, Salad, Acai Bowls",0,1,1,1,0,1
2bl6G1zgXUHbMGwEocqMSg,Daves Dogs - Cart,"Food Stands, Food, Hot Dogs, Street Vendors, Restaurants",0,0,1,1,0,0
cQDwJjslebJv5Co7gCm2Yw,Cafe Ana,"Donuts, Wine Bars, Bars, Breakfast & Brunch, Bakeries, American (New), Nightlife, Food, Coffee & Tea, Restaurants, Cafes",0,1,0,1,0,1
B_q2xoAgTyn6U4YNEc3kSw,China Pavilion,"Chinese, Food, Dim Sum, Desserts, Coffee & Tea, Restaurants",0,0,0,1,1,1
p2kC-cD22QAQzIGD8ZuqFA,Peet's Coffee,"Coffee & Tea, Restaurants, Food",0,0,0,0,0,1
lBIIzOvyq4z6MDRmkrjpyw,Lao Ma Tou,"Bars, Chinese, Nightlife, Restaurants, Hot Pot",0,1,1,0,1,0
RW3nH6Au6pSCWxJhiGY03Q,Big Eye Raw Bar,"Japanese, Food, Live/Raw Food, Poke, Restaurants, Sushi Bars",0,0,1,1,1,0
-Fka99c-tJ-epWYNIobqyQ,Pizza Mizza,"Food Delivery Services, Food, Restaurants, Pizza, Italian",0,0,0,1,0,1
NIQWO-Q_F598XlAvZnFVCA,Eureka!,"Restaurants, American (Traditional), Lounges, Nightlife, Bars, Burgers, American (New)",1,1,0,1,0,1
jR3sTUWCPuOCWpdm8Pn-wQ,Sun Sushi,"Restaurants, Japanese, Sushi Bars",0,0,0,0,1,0
Vc-hDuD19_eeJ8ULZmLSCw,Stone Age Restaurant,"Restaurants, Barbeque, Chinese",0,0,0,0,1,0
-H-fZonTLitwHFY_PLAIjA,Taffy's Pizza,"Restaurants, Pizza",0,0,0,0,0,1
GyWxMEMzRZJ-mb6OAq7jyA,Taqueria El Pastorcito,"Mexican, Food, Restaurants",0,1,0,0,0,0
CuRjZOmfnXjefwEpyzmTTw,4 Eggs & Pizza,"Vietnamese, Pizza, Breakfast & Brunch, Restaurants, Gluten-Free",0,1,0,1,1,1
GtrY5U_M1ac3bYCk0DUeIg,Three Pickles Subs and Sandwiches,"Food, Restaurants, Delis, Event Planning & Services, Caterers, Sandwiches",1,0,0,0,0,1
k27OsQ3Bwpkr_cZkS2BO2A,Yen Ching Restaurant,"Buffets, Restaurants, Chinese",0,0,1,0,1,0
CziOtnFSklimJnBgksDDwA,Pascucci,"Gelato, Food, Restaurants, Italian, Vegetarian, Gluten-Free",0,0,1,0,1,1
TVX2a4bVuCE2VUIkiLdZrQ,Flavor of India,"Pakistani, Restaurants, Buffets, Seafood, Halal, Indian, Vegetarian, Vegan, Food, Salad, Desserts",1,0,1,1,1,1
hEpRFnkUl4C6NVOVSMiTVg,Sunny Asian Restaurant,"Restaurants, Korean, Asian Fusion",0,0,0,1,1,0
O2lFAWD2WXXx5EKkzPutWQ,Your Place Thai Restaurant,"Thai, Restaurants",0,0,0,1,0,0
04Ss49U_QKYLotcJMAH8cA,Ike’s Love & Sandwiches,"Vegan, Vegetarian, Sandwiches, Restaurants",1,0,0,0,1,0
HOXbILWYZJkNUYYzYK_tZA,Arnoldi's Cafe,"Breakfast & Brunch, Bocce Ball, Event Planning & Services, Beer, Wine & Spirits, Venues & Event Spaces, Italian, Active Life, Food, Wedding Planning, Restaurants",1,1,1,1,1,1
BErYojCJSO959vzaz9JclQ,Savoy Cafe & Deli,"Restaurants, Delis, Coffee & Tea, Breakfast & Brunch, Food, Gluten-Free, Cafes, Beer, Wine & Spirits",0,1,0,0,1,1
gUvG-W-02lg5M1RY6n8bkA,Lilsy Wood Fired Pizza,"Restaurants, Pizza",0,0,0,0,0,1
fApb6LKfOdy5u7MP0hsHKg,Kyoto,"Japanese, Restaurants, Sushi Bars, Vegetarian",0,0,0,0,1,0
hlb7WwqcCijqqbp8zye1dw,Noemi Pizza Romana,"Restaurants, Pizza",0,0,0,0,0,1
52ov7d0148JvYG78_c-Bsw,goa taco,"Tacos, Desserts, Nightlife, Bars, Indian, Mexican, Restaurants, Food, Beer Bar, Wine Bars, Fast Food",0,1,0,1,1,1
gYrHa4CckDjgOQc5B-yTKA,Reds Bin 211,"Food, Bars, Tapas Bars, Restaurants, Pubs, Wine Bars, Nightlife, Coffee & Tea",0,1,0,1,0,1
6m4A_ciUZn1G302yx1YV1w,Santa Barbara Public Market,"Specialty Food, Grocery, Farmers Market, Shopping, Restaurants, Public Markets, Local Flavor, Food",0,0,1,1,1,1
thlyktt2c7v1DyOpSVSibw,Scarlett Begonia,"Cafes, Restaurants, American (Traditional), Cocktail Bars, Breakfast & Brunch, Food, Beer, Wine & Spirits, American (New), Bars, Nightlife",1,1,0,0,1,1
x2ly0NsSTMmMpljpdIZdYA,Cadiz Restaurant & Bar,"Cocktail Bars, Restaurants, Bars, Tapas/Small Plates, American (New), Lounges, Seafood, Spanish, Italian, Nightlife, Mediterranean",1,1,1,1,0,1
8Vo6LN9gqULhXzoxj5k6kQ,The Black Sheep,"American (New), Beer, Wine & Spirits, Food, Japanese, Bars, Asian Fusion, Ramen, Restaurants, Cocktail Bars, Nightlife",0,1,0,1,1,1
AXC__4yZrn-N3BT7-2bV_Q,Biergarten,"Nightlife, Beer Gardens, Restaurants, Pizza, Hot Dogs",0,1,1,1,0,1
Slg6Ec2D7vEBRmgVUfwkzQ,Angel Oak,"Restaurants, Seafood, American (New), Steakhouses",1,1,0,1,0,0
xRapA2lG7mjJ6eOqHmxe-A,Blackbird,"Seafood, Restaurants, Breakfast & Brunch, Lounges, Cocktail Bars, Mediterranean, Bars, Tapas/Small Plates, American (New), Nightlife",1,1,0,1,0,1
XkZwD46WcsAlbpg1inwbLQ,American Ale,"Nightlife, Pubs, Beer, Wine & Spirits, American (Traditional), Burgers, Bars, Food, Restaurants",1,1,0,1,1,1
r8tU21scBflMxWiBESPtRQ,Shang Hai,"Restaurants, Chinese, Vegetarian",0,0,0,0,1,0
apmw_lkLdwWbeYiI9ysdJg,Bar 29,"Restaurants, Bars, Gastropubs, American (Traditional), Cocktail Bars, Nightlife, Tapas/Small Plates, American (New)",1,1,0,1,0,1
l-rGtJt0E7PAklT0IK7oFQ,Four Seasons Resort The Biltmore Santa Barbara,"Hotels & Travel, Hotels, Event Planning & Services, Restaurants, Venues & Event Spaces, Resorts",1,0,1,1,0,0
H4Zf42Q3I8JyQ-V5l4dJrg,Blush Lounge,"Lounges, Cocktail Bars, Bars, Nightlife, Restaurants, Hookah Bars, American (New)",0,1,1,1,0,1
jKocMyXjEqgb9dL9S5vrEA,Yankee Noodle,"Restaurants, Chinese, Nightlife, Burgers, Pizza, Asian Fusion, Ramen, Cocktail Bars, Dim Sum, Bars, Pubs, American (Traditional), Japanese",1,1,0,1,1,1
pKSB4wXLiS8rd1cAEgD8oA,Shaker Mill,"Cocktail Bars, Bars, Restaurants, Breakfast & Brunch, Nightlife, Seafood, Cuban",1,1,1,0,0,1
OrU9wTeHJSLMwyGqYg4FAA,Arch Rock,"Steakhouses, Local Flavor, Nightlife, Fish & Chips, Restaurants, Seafood, Cocktail Bars, Bars",1,1,0,1,0,1
